
Low= High= Precs= 
1 1.00000
2 0.20000
3 0.11111
4 0.05263
5 0.02564
6 0.01299
7 0.00654
8 0.00326
9 0.00163
10 0.00081
11 0.00041
12 0.00020
13 0.00010
14 0.00005
15 0.00003
16 0.00001
17 0.00001
